,object,disperser,filt,evnum,flat,airmass,date,exposure,gain,ra,dec,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,file
13,HD116405,Holo150ROTPDM19,None,14,FLAT_Filtre_None_bin1x1,1.5076601488993924,2019-02-15T23:03:29.374,30.0,4.8,13.379201048884035,44.7149753302912,225.61908578566238,1442.0105160885214,50.0,50.0,No,T1M_20190215_230329_374_HD116405_Filtre_None_bin1x1.14_red_rot.fit
14,HD116405,Holo150ROTPDM19,None,15,FLAT_Filtre_None_bin1x1,1.5048176145651249,2019-02-15T23:04:04.652,30.0,4.8,13.379201048884035,44.7149753302912,226.83692734787374,1441.1516427537076,50.0,50.0,No,T1M_20190215_230404_652_HD116405_Filtre_None_bin1x1.15_red_rot.fit
15,HD116405,Holo150ROTPDM19,None,16,FLAT_Filtre_None_bin1x1,1.5019885574533638,2019-02-15T23:04:39.930,30.0,4.8,13.379201048884035,44.7149753302912,226.16438713604703,1440.2877456915728,50.0,50.0,No,T1M_20190215_230439_930_HD116405_Filtre_None_bin1x1.16_red_rot.fit
16,HD116405,Holo150ROTPDM19,None,17,FLAT_Filtre_None_bin1x1,1.499173063887384,2019-02-15T23:05:15.206,30.0,4.8,13.379201048884035,44.7149753302912,224.3036541093964,1440.0389243908069,50.0,50.0,No,T1M_20190215_230515_206_HD116405_Filtre_None_bin1x1.17_red_rot.fit
17,HD116405,Holo150ROTPDM19,None,18,FLAT_Filtre_None_bin1x1,1.4963709799712637,2019-02-15T23:05:50.481,30.0,4.8,13.379201048884035,44.7149753302912,217.95544033174664,1434.614390227335,50.0,50.0,No,T1M_20190215_230550_481_HD116405_Filtre_None_bin1x1.18_red_rot.fit
18,HD116405,Holo150ROTPDM19,None,19,FLAT_Filtre_None_bin1x1,1.4935812073980106,2019-02-15T23:06:25.768,30.0,4.8,13.379201048884035,44.7149753302912,218.50682924630925,1432.1533543626329,50.0,50.0,No,T1M_20190215_230625_768_HD116405_Filtre_None_bin1x1.19_red_rot.fit
19,HD116405,Holo150ROTPDM19,None,20,FLAT_Filtre_None_bin1x1,1.4908054937667254,2019-02-15T23:07:01.044,30.0,4.8,13.379201048884035,44.7149753302912,218.56939640568183,1431.1972219510876,50.0,50.0,No,T1M_20190215_230701_044_HD116405_Filtre_None_bin1x1.20_red_rot.fit
20,HD116405,Holo150ROTPDM19,None,21,FLAT_Filtre_None_bin1x1,1.4880427403099703,2019-02-15T23:07:36.322,30.0,4.8,13.379201048884035,44.7149753302912,215.5049396741372,1431.1473160872038,50.0,50.0,No,T1M_20190215_230736_322_HD116405_Filtre_None_bin1x1.21_red_rot.fit
21,HD116405,Holo150ROTPDM19,None,22,FLAT_Filtre_None_bin1x1,1.4852931122462196,2019-02-15T23:08:11.599,30.0,4.8,13.379201048884035,44.7149753302912,217.3147638815477,1430.4763861646547,50.0,50.0,No,T1M_20190215_230811_599_HD116405_Filtre_None_bin1x1.22_red_rot.fit
22,HD116405,Holo150ROTPDM19,None,23,FLAT_Filtre_None_bin1x1,1.4825564613104818,2019-02-15T23:08:46.876,30.0,4.8,13.379201048884035,44.7149753302912,218.79419944813804,1429.371972000956,50.0,50.0,No,T1M_20190215_230846_876_HD116405_Filtre_None_bin1x1.23_red_rot.fit
23,HD116405,Holo150ROTPDM19,None,24,FLAT_Filtre_None_bin1x1,1.4798327182469295,2019-02-15T23:09:22.153,30.0,4.8,13.379201048884035,44.7149753302912,220.81961817764358,1429.3943299754505,50.0,50.0,No,T1M_20190215_230922_153_HD116405_Filtre_None_bin1x1.24_red_rot.fit
24,HD116405,Holo150ROTPDM19,None,25,FLAT_Filtre_None_bin1x1,1.4771210476566192,2019-02-15T23:09:57.440,30.0,4.8,13.379201048884035,44.7149753302912,221.129128352448,1430.3891637942859,50.0,50.0,No,T1M_20190215_230957_440_HD116405_Filtre_None_bin1x1.25_red_rot.fit
25,HD116405,Holo150ROTPDM19,None,26,FLAT_Filtre_None_bin1x1,1.4744229181973028,2019-02-15T23:10:32.717,30.0,4.8,13.379201048884035,44.7149753302912,225.6938373966758,1431.6975656625445,50.0,50.0,No,T1M_20190215_231032_717_HD116405_Filtre_None_bin1x1.26_red_rot.fit
26,HD116405,Holo150ROTPDM19,None,27,FLAT_Filtre_None_bin1x1,1.4717374158934609,2019-02-15T23:11:07.995,30.0,4.8,13.379201048884035,44.7149753302912,229.54548208289842,1432.661197259477,50.0,50.0,No,T1M_20190215_231107_995_HD116405_Filtre_None_bin1x1.27_red_rot.fit
27,HD116405,Holo150ROTPDM19,None,28,FLAT_Filtre_None_bin1x1,1.4690646257314168,2019-02-15T23:11:43.272,30.0,4.8,13.379201048884035,44.7149753302912,230.97425605552917,1432.2573090420983,50.0,50.0,No,T1M_20190215_231143_272_HD116405_Filtre_None_bin1x1.28_red_rot.fit
28,HD116405,Holo150ROTPDM19,None,29,FLAT_Filtre_None_bin1x1,1.466404479867405,2019-02-15T23:12:18.548,30.0,4.8,13.379201048884035,44.7149753302912,234.38099550170037,1431.861635156597,50.0,50.0,No,T1M_20190215_231218_548_HD116405_Filtre_None_bin1x1.29_red_rot.fit
29,HD116405,Holo150ROTPDM19,None,30,FLAT_Filtre_None_bin1x1,1.4637567611962388,2019-02-15T23:12:53.825,30.0,4.8,13.379201048884035,44.7149753302912,240.02651954220352,1434.7687570277853,50.0,50.0,No,T1M_20190215_231253_825_HD116405_Filtre_None_bin1x1.30_red_rot.fit
