,object,disperser,filt,evnum,flat,airmass,date,exposure,gain,ra,dec,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,file
0,HD116405,Ron145PDM19,None,3,FLAT_Filtre_None_bin1x1,1.3552903778010834,2019-02-14T23:43:38.976759,30.0,4.8,13.379286666666667,44.7106,209.8823238820473,188.26218369941898,50.0,50.0,No,T1M_20190214_234338_976_HD116405-Ronchi_Filtre_None_bin1x1.3_red.fit
1,HD116405,Ron145PDM19,None,4,FLAT_Filtre_None_bin1x1,1.3523137687250606,2019-02-14T23:44:28.299483,30.0,4.8,13.379286666666667,44.7106,208.0217533002144,187.4894574461221,50.0,50.0,No,T1M_20190214_234428_299_HD116405-Ronchi_Filtre_None_bin1x1.4_red.fit
2,HD116405,Holo150PDM19,None,1,FLAT_Filtre_None_bin1x1,1.012802707426807,2019-02-15T02:53:58.927725,60.0,4.8,13.379286666666667,44.7106,396.0555040210003,332.8504741088845,50.0,50.0,No,T1M_20190215_025358_927_HD116405-HOE200MM_Filtre_None_bin1x1.1_red.fit
3,HD116405,Holo150PDM19,None,2,FLAT_Filtre_None_bin1x1,1.0122590681108792,2019-02-15T02:55:04.461868,60.0,4.8,13.379286666666667,44.7106,413.75715777731835,337.6730225782672,50.0,50.0,No,T1M_20190215_025504_461_HD116405-HOE200MM_Filtre_None_bin1x1.2_red.fit
4,HD116405,Holo150PDM19,None,3,FLAT_Filtre_None_bin1x1,1.0117293226472959,2019-02-15T02:56:09.821208,60.0,4.8,13.379286666666667,44.7106,300.2836422618751,192.52784607264917,50.0,50.0,No,T1M_20190215_025609_821_HD116405-HOE200MM_Filtre_None_bin1x1.3_red.fit
5,HD116405,Holo150PDM19,None,4,FLAT_Filtre_None_bin1x1,1.0112119692734514,2019-02-15T02:57:15.181693,60.0,4.8,13.379286666666667,44.7106,327.0509940662695,197.00620933176762,50.0,50.0,No,T1M_20190215_025715_181_HD116405-HOE200MM_Filtre_None_bin1x1.4_red.fit
6,HD116405,Holo150PDM19,None,5,FLAT_Filtre_None_bin1x1,1.0107069794532118,2019-02-15T02:58:20.543812,60.0,4.8,13.379286666666667,44.7106,340.9258933935495,200.36686545336622,50.0,50.0,No,T1M_20190215_025820_543_HD116405-HOE200MM_Filtre_None_bin1x1.5_red.fit
7,HD116405,Holo150PDM19,None,6,FLAT_Filtre_None_bin1x1,1.0102143526554532,2019-02-15T02:59:25.904425,60.0,4.8,13.379286666666667,44.7106,359.18613938484185,202.69107526933453,50.0,50.0,No,T1M_20190215_025925_904_HD116405-HOE200MM_Filtre_None_bin1x1.6_red.fit
8,HD116405,Holo150PDM19,None,7,FLAT_Filtre_None_bin1x1,1.0097340357380926,2019-02-15T03:00:31.267404,60.0,4.8,13.379286666666667,44.7106,380.7518748969102,204.5183613947501,50.0,50.0,No,T1M_20190215_030031_267_HD116405-HOE200MM_Filtre_None_bin1x1.7_red.fit
9,HD116405,Holo150PDM19,None,8,FLAT_Filtre_None_bin1x1,1.0092660301378609,2019-02-15T03:01:36.629398,60.0,4.8,13.379286666666667,44.7106,399.1125944771012,206.15800249185048,50.0,50.0,No,T1M_20190215_030136_629_HD116405-HOE200MM_Filtre_None_bin1x1.8_red.fit
10,HD116405,Holo150PDM19,None,9,FLAT_Filtre_None_bin1x1,1.0088103108558542,2019-02-15T03:02:41.990623,60.0,4.8,13.379286666666667,44.7106,422.12353823515986,210.33592833718345,50.0,50.0,No,T1M_20190215_030241_990_HD116405-HOE200MM_Filtre_None_bin1x1.9_red.fit
11,HD116405,Holo150PDM19,None,10,FLAT_Filtre_None_bin1x1,1.008366843411587,2019-02-15T03:03:47.352829,60.0,4.8,13.379286666666667,44.7106,446.3846277831465,213.8073384108363,50.0,50.0,No,T1M_20190215_030347_352_HD116405-HOE200MM_Filtre_None_bin1x1.10_red.fit
12,HD116405,Holo150PDM19,None,11,FLAT_Filtre_None_bin1x1,1.007935618224011,2019-02-15T03:04:52.714234,60.0,4.8,13.379286666666667,44.7106,469.07201073060685,217.1703050295281,50.0,50.0,No,T1M_20190215_030452_714_HD116405-HOE200MM_Filtre_None_bin1x1.11_red.fit
13,HD116405,Holo150PDM19,None,12,FLAT_Filtre_None_bin1x1,1.0075166044175643,2019-02-15T03:05:58.076313,60.0,4.8,13.379286666666667,44.7106,495.31055717492785,219.00823255722474,50.0,50.0,No,T1M_20190215_030558_076_HD116405-HOE200MM_Filtre_None_bin1x1.12_red.fit
14,HD116405,Holo150PDM19,None,13,FLAT_Filtre_None_bin1x1,1.007109790443823,2019-02-15T03:07:03.437668,60.0,4.8,13.379286666666667,44.7106,516.1552697892896,221.08274733596156,50.0,50.0,No,T1M_20190215_030703_437_HD116405-HOE200MM_Filtre_None_bin1x1.13_red.fit
