,object,disperser,filt,evnum,flat,airmass,date,exposure,gain,ra,dec,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,file
15,HD116405,Holo150PDM19,None,14,FLAT_Filtre_None_bin1x1,1.0067151494123288,2019-02-15T03:08:08.799409,60.0,4.8,13.379286666666667,44.7106,536.8516803697671,223.1769586155751,50.0,50.0,No,T1M_20190215_030808_799_HD116405-HOE200MM_Filtre_None_bin1x1.14_red.fit
16,HD116405,Holo150PDM19,None,15,FLAT_Filtre_None_bin1x1,1.0063326688066891,2019-02-15T03:09:14.160399,60.0,4.8,13.379286666666667,44.7106,566.2882355060598,222.95192782243626,50.0,50.0,No,T1M_20190215_030914_160_HD116405-HOE200MM_Filtre_None_bin1x1.15_red.fit
17,HD116405,Holo150PDM19,None,16,FLAT_Filtre_None_bin1x1,1.005962326781094,2019-02-15T03:10:19.521132,60.0,4.8,13.379286666666667,44.7106,583.6836540428579,224.60218806806614,50.0,50.0,No,T1M_20190215_031019_521_HD116405-HOE200MM_Filtre_None_bin1x1.16_red.fit
18,HD116405,Holo150PDM19,None,17,FLAT_Filtre_None_bin1x1,1.0056040976703964,2019-02-15T03:11:24.882991,60.0,4.8,13.379286666666667,44.7106,607.705101765677,226.89671459134598,50.0,50.0,No,T1M_20190215_031124_882_HD116405-HOE200MM_Filtre_None_bin1x1.17_red.fit
19,HD116405,Holo150PDM19,None,18,FLAT_Filtre_None_bin1x1,1.0052579782470354,2019-02-15T03:12:30.243359,60.0,4.8,13.379286666666667,44.7106,631.677355253895,234.8286951973544,50.0,50.0,No,T1M_20190215_031230_243_HD116405-HOE200MM_Filtre_None_bin1x1.18_red.fit
20,HD116405,Holo150PDM19,None,19,FLAT_Filtre_None_bin1x1,1.004923941590604,2019-02-15T03:13:35.604074,60.0,4.8,13.379286666666667,44.7106,683.7016578485277,248.9292291955996,50.0,50.0,No,T1M_20190215_031335_604_HD116405-HOE200MM_Filtre_None_bin1x1.19_red.fit
21,HD116405,Holo150PDM19,None,20,FLAT_Filtre_None_bin1x1,1.0046019695528785,2019-02-15T03:14:40.965564,60.0,4.8,13.379286666666667,44.7106,703.7450044388935,249.3014413867019,50.0,50.0,No,T1M_20190215_031440_965_HD116405-HOE200MM_Filtre_None_bin1x1.20_red.fit
22,HD116405,Holo150PDM19,None,21,FLAT_Filtre_None_bin1x1,1.004291928413923,2019-02-15T03:15:46.353310,60.0,4.8,13.379286666666667,44.7106,717.8578322361183,251.1303959359476,50.0,50.0,No,T1M_20190215_031546_353_HD116405-HOE200MM_Filtre_None_bin1x1.21_red.fit
23,HD116405,Holo150PDM19,None,22,FLAT_Filtre_None_bin1x1,1.0039940509960872,2019-02-15T03:16:51.715042,60.0,4.8,13.379286666666667,44.7106,731.4793889693268,255.3055531357728,50.0,50.0,No,T1M_20190215_031651_715_HD116405-HOE200MM_Filtre_None_bin1x1.22_red.fit
24,HD116405,Holo150PDM19,None,23,FLAT_Filtre_None_bin1x1,1.0037082056969158,2019-02-15T03:17:57.074758,60.0,4.8,13.379286666666667,44.7106,749.6463682415189,257.5863989951367,50.0,50.0,No,T1M_20190215_031757_074_HD116405-HOE200MM_Filtre_None_bin1x1.23_red.fit
25,HD116405,Holo150PDM19,None,24,FLAT_Filtre_None_bin1x1,1.0034343671936632,2019-02-15T03:19:02.434975,60.0,4.8,13.379286666666667,44.7106,765.2380861156986,261.9470145954987,50.0,50.0,No,T1M_20190215_031902_434_HD116405-HOE200MM_Filtre_None_bin1x1.24_red.fit
26,HD116405,Holo150PDM19,None,25,FLAT_Filtre_None_bin1x1,1.0031725233086093,2019-02-15T03:20:07.795475,60.0,4.8,13.379286666666667,44.7106,782.6349521585687,262.8212858645665,50.0,50.0,No,T1M_20190215_032007_795_HD116405-HOE200MM_Filtre_None_bin1x1.25_red.fit
27,HD116405,Holo150PDM19,None,26,FLAT_Filtre_None_bin1x1,1.0029226662694446,2019-02-15T03:21:13.154974,60.0,4.8,13.379286666666667,44.7106,799.0353419244333,265.251977508386,50.0,50.0,No,T1M_20190215_032113_154_HD116405-HOE200MM_Filtre_None_bin1x1.26_red.fit
28,HD116405,Holo150PDM19,None,27,FLAT_Filtre_None_bin1x1,1.0026847767949754,2019-02-15T03:22:18.515332,60.0,4.8,13.379286666666667,44.7106,811.9201134459788,266.4038699254246,50.0,50.0,No,T1M_20190215_032218_515_HD116405-HOE200MM_Filtre_None_bin1x1.27_red.fit
29,HD116405,Holo150PDM19,None,28,FLAT_Filtre_None_bin1x1,1.0024588475462528,2019-02-15T03:23:23.875439,60.0,4.8,13.379286666666667,44.7106,755.2278576191089,268.8686183525186,50.0,50.0,No,T1M_20190215_032323_875_HD116405-HOE200MM_Filtre_None_bin1x1.28_red.fit
