wl Tinst Tinst_err Ttel Ttel_err Tatm
529.0 0.2502304527674869 9.025746524901789e-05 0.38553440913223974 0.00013906124594230477 0.8693682833333329
532.0 0.2501098348649361 8.652971321708343e-05 0.3851484310685428 0.0001332485917811577 0.8706556166666662
535.0 0.25205020160600616 8.7633794155961e-05 0.3880479507266559 0.00013491802037825435 0.8723912999999999
538.0 0.25207583753371277 9.067756538734702e-05 0.38799896585372595 0.0001395722888026461 0.8738332166666668
541.0 0.2539152442926247 8.966695489001744e-05 0.3908392929844125 0.0001380199497313032 0.8749058333333334
544.0 0.2547319230532161 7.982228108365655e-05 0.39230284980020863 0.00012293122892229657 0.8760077000000002
547.0 0.2557329395994432 8.622496282211036e-05 0.39405199000823793 0.00013286171989286005 0.8777245333333333
550.0 0.2564261529897636 9.323413024416847e-05 0.3953315689681491 0.00014373882913682072 0.8790108333333332
553.0 0.25670719933644404 8.312819846032828e-05 0.3962351883777837 0.00012831084387806573 0.8799947999999999
556.0 0.2569717173961144 8.2281954170485e-05 0.3971154158270003 0.00012715575385715348 0.8799760333106673
559.0 0.2604275077016105 8.4487560507969e-05 0.4029352996104617 0.00013071975693766154 0.8795918000000004
562.0 0.26239243215049285 8.80356666692252e-05 0.40661713307360686 0.00013642470591047038 0.8791791499818994
565.0 0.26180320553395897 8.82341918324619e-05 0.40642482291628146 0.0001369752739181721 0.8786895666666669
568.0 0.2633636347001936 8.492763897177373e-05 0.4095749058026131 0.00013207681376170265 0.8764803166666665
571.0 0.26467559579642 8.540894755525708e-05 0.4124181044114999 0.0001330844128055299 0.8749042499999998
574.0 0.2646924819951273 9.814510836318248e-05 0.41339439695473956 0.00015328216948225332 0.8743134333333331
577.0 0.26501699330452566 0.00010844560474532968 0.4148567526197994 0.00016976040237858022 0.8764708333333332
580.0 0.2642977571486989 9.381463885652491e-05 0.4146899684001404 0.00014719757762073925 0.8805635666666666
583.0 0.26519357318690917 9.841696430954233e-05 0.417249915260724 0.00015484715381632527 0.8851232666666666
586.0 0.2655090887833951 9.126638155890122e-05 0.41890853348969126 0.0001439960727180235 0.8866241500000002
589.0 0.26638794135732263 8.43314849141591e-05 0.42146769404978496 0.00013342569600359214 0.8848720499999994
592.0 0.2662947359975157 9.130813696085805e-05 0.42261180633425444 0.0001449067198023911 0.8868034999999997
595.0 0.2638697618815616 8.412508677321841e-05 0.4201064119168759 0.00013393534789467735 0.8886476333333332
598.0 0.26380120603432067 9.267712646072433e-05 0.4213486140340449 0.00014802577809975502 0.889889116666667
601.0 0.2649313842173274 0.00010103982208723412 0.42456869370963973 0.00016192247439073207 0.8917644500112333
604.0 0.26453900203645014 9.344924828194961e-05 0.425460668819675 0.00015029534158919922 0.8933889166666664
607.0 0.263073428568485 8.582167609681988e-05 0.4246268284135191 0.00013852476978927608 0.8955440333333332
610.0 0.2615779007353658 8.415466209163324e-05 0.4237384382984119 0.00013632483856621913 0.8975550166666665
613.0 0.26204976855805273 8.351733990143154e-05 0.4261696263392857 0.00013582364042713993 0.8995835833333331
616.0 0.2625743827835339 9.217772743200106e-05 0.42870627266211375 0.0001504989539760829 0.9014875
619.0 0.2615997979078221 8.594259803930578e-05 0.428805562219464 0.00014087420695879665 0.902886416666667
622.0 0.2606480959558551 8.289110822294654e-05 0.42901629579175204 0.00013643543442536674 0.9035854999999998
625.0 0.2605475964635068 8.858798025915381e-05 0.43067262328822414 0.00014643166303535235 0.9016356833333333
628.0 0.2590475729687116 9.425903294871936e-05 0.4300198681856421 0.0001564703211051126 0.897751616666667
631.0 0.25966651041069927 9.88127832653909e-05 0.4329253182738422 0.00016474421586762657 0.9065430000000001
634.0 0.26020888356848143 9.423863361163175e-05 0.43579079453821734 0.00015782831260255817 0.9102661666666667
637.0 0.25759503105759596 7.90781716235582e-05 0.4333723302955108 0.0001330394121785184 0.914288833372299
640.0 0.2564733045085493 9.398271659275437e-05 0.4334540130034936 0.00015883596828199898 0.9171269833333335
643.0 0.25646438903782126 0.00010633694192822312 0.43550374702914496 0.00018057141122439547 0.9188789499999999
646.0 0.2571244233934914 8.483220655496481e-05 0.43871448851872435 0.00014474361329620095 0.9176519000000001
649.0 0.2535868921930311 1864657674389001.5 0.4347596383128349 3196844636108098.5 0.9215898833333327
652.0 0.24736832837050468 1872434130587432.2 0.4261904845593094 3226013672312948.0 0.9230465333333336
655.0 0.2570715048333162 1961239828875204.2 0.4451250464417743 3395930523212128.5 0.9241311166666667
658.0 0.2603642726535843 2494847473493796.0 0.45309451076123086 4341616013232999.5 0.9274508666666668
661.0 0.25145271389430557 9.373173069697976e-05 0.4398156628936878 0.0001639460661696933 0.9289249999999999
664.0 0.2511085942914707 9.274385182258419e-05 0.4414974870976239 0.0001630616333103184 0.9303207000540793
667.0 0.2505412622537704 9.246037821218274e-05 0.4428023903627746 0.00016341290898714864 0.9318392499999999
670.0 0.24881879047522004 0.00011262469780389496 0.44206896767228426 0.00020009696131663022 0.9332094666666665
673.0 0.24749192225024158 9.136468153611554e-05 0.44207185467707105 0.00016319625243288568 0.9344326666666666
676.0 0.24709574002623877 9.851315528886679e-05 0.4437461425022611 0.00017691455401262215 0.9355193833333333
679.0 0.24359275501729125 8.558898173311339e-05 0.4398289835662116 0.0001545387293537123 0.9367883833333334
682.0 0.2476976167352875 2044075549750500.8 0.4496997172197003 3711057897181413.0 0.9380841833333333
685.0 0.2493374889548934 2138237304703838.2 0.45518952065926593 3903557454851793.5 0.8443883
688.0 0.23569635727445845 2045024787733312.5 0.43268796082293626 3754226902227028.5 0.8861410333333332
691.0 0.22980295473581477 2325868459494445.0 0.4242427782553914 4293821627519432.5 0.9261063833333331
694.0 0.23150291592021952 0.00012518967899333012 0.42981120306718357 0.00023242872050156384 0.9344711833333336
697.0 0.22988327563905406 0.00010687043597498047 0.42924485631447795 0.00019955164118321274 0.9404925333333338
700.0 0.22889421070502505 9.873204799633847e-05 0.4298562190170784 0.00018541571985065082 0.938198
703.0 0.22786002751274784 9.135488365558693e-05 0.43039817604571146 0.0001725575816321406 0.9409781333333331
706.0 0.22574849534468067 9.42316898008622e-05 0.42889960662759 0.0001790308042839197 0.9442511999999997
709.0 0.2224684318631893 8.008966932372994e-05 0.4251503015807266 0.00015305608432311944 0.9455204333333332
712.0 0.21931434570572855 0.00011008532781800061 0.4215990919534285 0.00021162260998529962 0.94604965
715.0 0.2188168645249191 8.762324482708112e-05 0.42314306310127897 0.00016944383283941085 0.9372450000000003
718.0 0.21552888849033758 9.746423581761225e-05 0.4192770366119889 0.0001896011075614698 0.9108729166666668
721.0 0.20893440960760915 9.020149982196505e-05 0.40884835118952095 0.00017650866865966531 0.9365392333333337
724.0 0.20890607524006777 8.708627400626567e-05 0.4111274232519901 0.00017138589862295074 0.9256665333333337
727.0 0.2075826699906633 7.939983471933958e-05 0.4108693355157365 0.0001571564588347461 0.9261906166666671
730.0 0.2048861200477332 8.160021801150558e-05 0.40787469391744224 0.00016244469824156654 0.9356514333333333
733.0 0.2019257541845396 8.57798233091796e-05 0.40443908603793866 0.0001718092547419922 0.9472788333333333
736.0 0.1991998202388775 7.956399649436932e-05 0.4014342975806992 0.00016034008970052644 0.9495377499999997
739.0 0.19832530292844736 7.730803598475761e-05 0.4021464401332503 0.00015675837125119613 0.9527560833333335
742.0 0.19589426592655548 8.595138207972741e-05 0.39967944036581243 0.0001753650119660632 0.9542331999999999
745.0 0.19142114300789198 9.038792740474236e-05 0.3929831267646728 0.00018556429961255345 0.9550955000000002
748.0 0.19127169550714257 9.983674679916745e-05 0.39513494062248233 0.00020624581652729538 0.9555884833333331
751.0 0.18270581102015052 7.585313251618895e-05 0.37980993046667627 0.0001576839446199984 0.9562916166666668
754.0 0.16799096188854132 2334589504348667.0 0.3514140733526609 4883641346573507.0 0.9568022333333337
757.0 0.19878089989621853 3189965138369527.0 0.4184506988063673 6715147894066215.0 0.8666407666666669
760.0 0.22269255804832086 3680224980868106.0 0.47176821394896196 7796457956972983.0 0.5216104833333333
763.0 0.1627817518796615 2692273617426154.5 0.347012579672461 5739296956687237.0 0.7180120000000002
766.0 0.1462574913385465 4509960073278972.0 0.3137554281506994 9674885305251166.0 0.9227376500000005
769.0 0.15420673545977379 9.542161174129692e-05 0.332910439757288 0.0002060017069450966 0.9561468166666667
772.0 0.16048902197423692 8.716321647378053e-05 0.34865832442141714 0.0001893598741713815 0.959518616666667
775.0 0.15986409688612793 8.67790380803565e-05 0.3494893254051277 0.00018971331317508227 0.9598521333333331
778.0 0.15727672012732846 7.783855077964253e-05 0.34601341503183325 0.00017124710354201336 0.9602477999767968
781.0 0.15570746852516237 7.946455373362172e-05 0.34473680975686366 0.000175934764095498 0.9607467166666663
784.0 0.1534917137865712 7.407080640211648e-05 0.3419828209893597 0.00016503134078999838 0.9606230833333332
787.0 0.15186771266022525 8.529023618783244e-05 0.3405205761198877 0.00019123933491419794 0.9591356833333329
790.0 0.15019130290400828 7.937209806486375e-05 0.3389213116684385 0.00017911087437075309 0.9582209166666669
793.0 0.14783100823189238 8.185803512592695e-05 0.3357151783095222 0.00018589459131104725 0.9604736166666664
796.0 0.14379203416411426 7.963643014347842e-05 0.3286313081349707 0.00018200607819053962 0.9597589500000003
799.0 0.13868176501719048 8.78672068768565e-05 0.31899208124694556 0.00020210979570046584 0.9592814333333334
802.0 0.1350588234713036 9.034191385957647e-05 0.31264874090436795 0.00020913321242642705 0.9597448333333333
805.0 0.13165865554793552 9.31031566750708e-05 0.3067321319632282 0.0002169073474174538 0.9621592833333327
808.0 0.1275389306818823 9.344990769294852e-05 0.2990519401103346 0.0002191203583822888 0.9609804166666668
811.0 0.12587977441907458 8.814109938651698e-05 0.2970675522252248 0.00020800689202081396 0.9547332833333336
814.0 0.1243923947481275 9.019639988211982e-05 0.2954432842336791 0.0002142246771692515 0.9326513999999998
817.0 0.12101706641653202 8.440511350701564e-05 0.289284969800479 0.00020176601065374547 0.9280875499999998
820.0 0.11768433981039234 7.936452326634747e-05 0.28314882333927277 0.0001909512464781163 0.9411411833333334
823.0 0.11394300741342654 8.143280956273278e-05 0.2759100524064681 0.00019718744716415123 0.9429645000000001
826.0 0.11007342858956203 8.557862933908306e-05 0.26826502683578907 0.00020856762245340094 0.9496822999999995
829.0 0.10898531927781466 8.190776468651338e-05 0.2673434050689966 0.00020092156317919892 0.9520735833333335
832.0 0.10718255503506645 8.091261923445561e-05 0.2646230235548179 0.00019976517576536878 0.9578224333333331
835.0 0.1054311645181911 8.532050644732339e-05 0.26198415209592735 0.00021201151139841958 0.9622095499999997
838.0 0.10303213637850538 7.781278160742957e-05 0.2576911004180959 0.00019461560270233016 0.9652836500000003
841.0 0.10050224378643564 7.070701389723446e-05 0.25300108471445704 0.00017799554058647697 0.9656305999999995
844.0 0.0980555304637261 7.336883361104962e-05 0.2484391248814408 0.000185891491583376 0.9672388833333335
847.0 0.09444860943619393 7.256679091604852e-05 0.24085902471631407 0.00018505689592645492 0.9679709166666668
850.0 0.09337869967325717 8.319768690349568e-05 0.2396917349349806 0.0002135583166852274 0.9687146833333333
853.0 0.09510101185142569 7.475254495132951e-05 0.24569103515969123 0.00019312129063996038 0.9693609666666664
856.0 0.09198687376164315 6.928987329052356e-05 0.23919198105163142 0.00018017333757990736 0.9698712000000009
859.0 0.08768619499461994 7.328547171304857e-05 0.22950225207413105 0.00019181104623700035 0.9703230833333332
862.0 0.08722868375193388 7.605552328430241e-05 0.2297888112345956 0.0002003550613354004 0.9706303166666665
865.0 0.08755375715656796 7.814616024253188e-05 0.23214352677180827 0.00020719984877331263 0.9708720166666668
868.0 0.08509801687256628 7.230330506929578e-05 0.22710766404960095 0.00019296142637428588 0.9711166500184957
871.0 0.08115092323572261 7.63938460076488e-05 0.21798939654719732 0.0002052108309692799 0.9714062833333336
874.0 0.07968387789438157 7.138011380197248e-05 0.21543632019986544 0.00019298595223148467 0.9716679167158128
877.0 0.07792865484360158 6.999054898540286e-05 0.21206571098383398 0.00019046390012154797 0.9718922
880.0 0.07609195591503899 6.916711973065171e-05 0.2084275483865224 0.00018945935902230527 0.972048766666667
883.0 0.07467381808735346 6.951904038292327e-05 0.20586590129415114 0.00019165485671019622 0.9720518500197443
886.0 0.0727751838989781 6.891320402852383e-05 0.20193761627346785 0.00019122133955174595 0.9721570833333333
889.0 0.06971549666360655 6.578038018974591e-05 0.1947150388369169 0.00018372427790563093 0.9720100000000002
892.0 0.0672906025812317 6.17401707143163e-05 0.18916273430274705 0.0001735597403001393 0.9677833666666665
895.0 0.06788847589761135 6.749616045057641e-05 0.1920808663054209 0.00019097086508746574 0.9437255000000001
898.0 0.06618902603783033 7.125334926949148e-05 0.18849471499165427 0.00020291701761976635 0.8960769833333332
901.0 0.061227530916914595 6.714516101367462e-05 0.17550166607777057 0.00019246387124365673 0.9247449
904.0 0.0591262428474929 6.664491005009153e-05 0.1705721859864732 0.0001922626475935129 0.9554482833333333
907.0 0.057521636904230795 6.212643864211026e-05 0.16702084936150288 0.0001803914336980099 0.9172507166666666
910.0 0.05712917920972188 7.198012079019244e-05 0.16696570474196276 0.00021036905765838313 0.9288019333333327
913.0 0.054784614536833705 6.588690033105019e-05 0.1611371608254519 0.00019379214665819858 0.9114597833333332
916.0 0.051328101264094796 5.645142907606387e-05 0.1519418057907437 0.00016710791675602626 0.9255995500000002
919.0 0.048886034417838946 5.813966031067395e-05 0.1456497876452538 0.0001732198015007491 0.9594563500000001
922.0 0.04593784950900885 5.803107081098688e-05 0.13775801535867682 0.0001740230600584088 0.9557168333333333
925.0 0.04354081304210851 6.410627277776596e-05 0.1314261197908421 0.00019350209830227527 0.9504478833333332
928.0 0.046806033551051486 7.197743849470861e-05 0.1421932303054054 0.0002186620764929425 0.9021326166666669
931.0 0.05210602302764553 7.558200220013974e-05 0.15931764272579338 0.00023109701572567132 0.7362798666666662
934.0 0.049086479220036484 7.577740443297777e-05 0.15105412050367367 0.00023319026669980285 0.6740738
937.0 0.040650783203194873 6.670913600876674e-05 0.12590139801709116 0.0002066079131128751 0.7249941166666667
940.0 0.036359639969108175 6.075261419763358e-05 0.11333877157310572 0.00018937554576626083 0.8191163666666665
943.0 0.03596789961231264 5.940801441188045e-05 0.11283826848030681 0.0001863744492268028 0.7864624666666665
946.0 0.03453897224776211 6.274428253686765e-05 0.10905354300028677 0.00019810914651925652 0.7927754333333334
949.0 0.03253002913495947 5.897094746920829e-05 0.10337118827074981 0.00018739291280845703 0.8111690166666669
952.0 0.03149732682673071 6.21227396087714e-05 0.10073235894400889 0.00019867622859807909 0.8408775500000001
955.0 0.030573581513318286 6.034246791527428e-05 0.09840755206101796 0.00019422502235388796 0.8378460166666671
958.0 0.028986375515285264 5.387716862878909e-05 0.0938960292239948 0.00017452517295262434 0.8649445333333334
961.0 0.027744321668960202 5.400674046067239e-05 0.09044933705978576 0.00017606751859761008 0.8923395833333334
964.0 0.026274149207189002 5.151750945431962e-05 0.08620509966848942 0.0001690281958194416 0.8928474666666667
967.0 0.024883615627381218 4.8045570260344105e-05 0.08216481304143956 0.00015864476276376152 0.9455748666666669
970.0 0.024698110003083123 5.110519662406538e-05 0.08207497555948992 0.000169829098799847 0.9633342000000001
973.0 0.024053652103997736 4.9349167824862844e-05 0.08044274528787945 0.0001650386610873314 0.9348879666666671
976.0 0.022730633721852793 4.799716318208175e-05 0.07650368496375927 0.00016154234396491886 0.9453928000000001
979.0 0.02111759731611214 4.875511690316396e-05 0.0715279064962691 0.0001651395938118125 0.9600038833333335
982.0 0.0199515719144984 4.4344212117903274e-05 0.06800849554573893 0.0001511551653786346 0.9686538166666662
985.0 0.019079382944888666 4.5583522360836e-05 0.06545029795013274 0.00015637062942502116 0.9747363833333335
988.0 0.01785115458285648 4.4470615457095857e-05 0.06162525733707939 0.00015352021678831403 0.97707005
991.0 0.016901243725307803 4.3354559995868347e-05 0.058716772494894584 0.0001506184915895767 0.9778376000000004
994.0 0.015887880370547763 4.5311680524743715e-05 0.05554636180113863 0.00015841628597045176 0.9793395000000001
997.0 0.014955051850414144 4.20925572252653e-05 0.05261605602913147 0.0001480933915526779 0.9797150833333333
1000.0 0.014145955441860664 4.286009253035403e-05 0.0500851992468285 0.00015175053271890773 0.9788620333333339
1003.0 0.013238485660079582 4.316000739673035e-05 0.04716835602330495 0.00015377790535335401 0.979737
1006.0 0.0123284693844717 4.145252517691778e-05 0.04420248079283553 0.00014862383892157085 0.9801193333333332
1009.0 0.011257709113247655 4.2065831913265514e-05 0.04061896771563898 0.0001517778307493953 0.9797822166666662
1012.0 0.010493403123423034 4.132588816361773e-05 0.038099283430010164 0.00015004538638452346 0.9806763666666667
1015.0 0.009641819799427045 4.1111230134506564e-05 0.035227714347573144 0.00015020553192062345 0.9808475333333332
1018.0 0.008660920431940689 4.1402008263910824e-05 0.03184252316217994 0.00015221758674082849 0.9810020833333337
1021.0 0.00805802413805178 3.93761158087197e-05 0.029812172138363728 0.0001456793281477452 0.9810284333333339
1024.0 0.00738057159355988 4.00664580443082e-05 0.027476488683669812 0.00014915993525620337 0.9813159166666665
1027.0 0.006995267624498893 3.903647468552374e-05 0.0262029869013345 0.00014622345988261285 0.9815233500000006
1030.0 0.0065792097246878695 3.91413843490837e-05 0.024796141006769343 0.0001475185206329745 0.9816956666666661
1033.0 0.006070965824468011 3.9510888973847246e-05 0.02302118395206889 0.00014982582170216938 0.9817322166666668
1036.0 0.0056879749581167805 3.881627188093501e-05 0.021701371149355136 0.00014809599706840928 0.981552783340795
1039.0 0.005174401213900463 3.950130574182433e-05 0.019862585527747657 0.00015163069721902477 0.9813160499999999
1042.0 0.004781894265053407 3.8025936788452565e-05 0.018468256370901243 0.00014686078579468205 0.9808753499999995
1045.0 0.004507397216998725 3.9250642739914547e-05 0.01751420438048377 0.00015251457679825987 0.9801630499999999
1048.0 0.004294384570037364 3.8766903088679015e-05 0.016788546561926094 0.00015155604882408132 0.9786709333333335
1051.0 0.004288728436315607 3.901486424542986e-05 0.01686827897245118 0.00015345192029215987 0.9776711499999999
1054.0 0.0040898711831858425 4.057234734472228e-05 0.016184308913036485 0.00016055160990241965 0.9764306000000001
1057.0 0.003891332131295769 3.894416417070191e-05 0.015492027984020638 0.00015504307028809384 0.9752353167214293
1060.0 0.0037713163286811624 4.079886381425033e-05 0.015105254254366906 0.00016341169965423038 0.97435925
1063.0 0.003831296279019225 3.9294905729208465e-05 0.015438374233323574 0.0001583405239194885 0.9734741666666665
1066.0 0.003602947556619003 4.0544964542853076e-05 0.014606130438316746 0.00016436682228191055 0.9739289166666666
1069.0 0.003494758162365968 3.9603248546673416e-05 0.014253000387529429 0.00016151764747607454 0.9748753
1072.0 0.003648493029459037 4.080648194596093e-05 0.014969917250405463 0.00016743067701619632 0.9758943999999999
1075.0 0.0033379836846188656 4.135559854627646e-05 0.013778348859826829 0.00017070540719033082 0.9762757500000001
1078.0 0.0032471974473908495 4.062993621329673e-05 0.013484152167468299 0.00016871787174347347 0.9776545499999999
1081.0 0.00344181290418436 4.2838867805552074e-05 0.014378328729323956 0.00017896130348963536 0.9781471833333328
1084.0 0.0033447201767935076 3.9799899981059705e-05 0.014056169993538993 0.0001672588827433507 0.977184083333334
1087.0 0.00278599041376517 4.202461324918273e-05 0.011778446564617287 0.0001776691904999241 0.9792194999999998
1090.0 0.0032046729753709945 4.735293925394071e-05 0.0136293703110321 0.00020139051608941512 0.9770616000000002
1093.0 0.005623328402516264 4.6858149959332235e-05 0.02405871475919248 0.00020047679653754325 0.9757938999999997
