wl Tinst Tinst_err Ttel Ttel_err Tatm
346.0 0.04045897186973929 7350072726963468.0 0.25821494680970003 4.690921569511767e+16 0.5720898998764329
349.0 0.018344803847555553 3640181609991420.0 0.10673178599024101 2.117891735402698e+16 0.5834525166666666
352.0 0.019476267977143854 3512663812683281.5 0.10437047502403743 1.882385224724476e+16 0.5939046166666668
355.0 0.02252658512331355 3606081454782650.5 0.11209061924615718 1.7943594251236144e+16 0.6034168666666665
358.0 0.02640746593941129 6.817262055510021e-05 0.12255345439327607 0.00031637985118445803 0.6116790999999998
361.0 0.03201681488569197 6.967871353497403e-05 0.13921510808997456 0.00030297609774658675 0.6217356833333333
364.0 0.03863130815980934 7.401750454539565e-05 0.15841481509402536 0.0003035224499200055 0.6318905166666665
367.0 0.0430220718168043 6.239060170752257e-05 0.16687870219361922 0.000242007467384767 0.6407881166666666
370.0 0.047830893742746856 7.712790805442215e-05 0.17606259575709574 0.0002839031143848397 0.6493231
373.0 0.05900340440280172 7.717176427071034e-05 0.20691703490882224 0.00027063103905949773 0.6577825500000002
376.0 0.06670241005852759 7.310659439653618e-05 0.22347534142922 0.0002449314969153015 0.6653780833333334
379.0 0.06718892425708972 7.671118425369277e-05 0.21555384348604642 0.00024610292227598746 0.6725858166666668
382.0 0.07881416772549772 7.343234515505246e-05 0.242314172347491 0.00022576775792082954 0.6813408499999998
385.0 0.0860716065366223 7.358521064457682e-05 0.2540059599644524 0.00021715735096694607 0.689116316666667
388.0 0.08640947937325082 6.967686833558494e-05 0.24523424082020998 0.00019774628933010854 0.6961940000000003
391.0 0.09107926665379563 8.114828521811803e-05 0.24915441383665318 0.00022198744214995458 0.7032308833333332
394.0 0.09921235070090906 9.89713227710311e-05 0.2622565459475761 0.00026161941607493307 0.7103005166666665
397.0 0.11965359695967952 0.00010907936527719611 0.3061733821416273 0.0002791157059827896 0.7167459166666664
400.0 0.12684774649115604 7.364892336362736e-05 0.3147301481524403 0.00018273510726592423 0.7233885999999998
403.0 0.12178853545965182 1829709448276858.5 0.29355016357844216 4410197608629889.5 0.7296021333333331
406.0 0.12258310015516255 1828829130582222.8 0.2874963175718669 4289185375839140.5 0.7357641666666668
409.0 0.131940074474365 1875271837493697.5 0.30145934673760083 4284658966113495.5 0.7415450333333334
412.0 0.14114082456177027 1945681648160454.0 0.31467777601406627 4337956617268860.5 0.7473622333333334
415.0 0.14173681358255225 8.064608094005914e-05 0.3087244896916858 0.00017565951678004288 0.7531578166666666
418.0 0.14552962079167486 7.56456292342554e-05 0.3100840291000667 0.00016118025573876542 0.758492583333333
421.0 0.15210244884276447 7.873036295799581e-05 0.31733990149133406 0.00016425958829430033 0.7635291833333331
424.0 0.15487128511389933 7.941460526356307e-05 0.31676581625714906 0.00016243057736978878 0.7689945500000003
427.0 0.15354839033169035 1773228055107441.5 0.308168949652327 3558837875513163.5 0.7740136166666667
430.0 0.1623069396252687 1873084778311332.0 0.31993481376594907 3692171333526725.0 0.7786983666666667
433.0 0.17677438789550215 1898707256794515.5 0.34257810844004283 3679580216668921.5 0.7831613999999999
436.0 0.1796708355094159 2090782506896005.0 0.34260419901851413 3986795431023013.5 0.7881977833333335
439.0 0.17994719942612536 8.314367266451656e-05 0.33794189590279816 0.00015614430489707893 0.792213883333333
442.0 0.18134294079331867 8.43629500331675e-05 0.3356004633171225 0.00015612543280743682 0.7965382500000001
445.0 0.185343372273002 8.41472533551439e-05 0.33824445011118653 0.0001535654665738663 0.8002449665754024
448.0 0.19001604394190022 8.0426602014249e-05 0.3422084663705421 0.00014484389612440043 0.8046237166666669
451.0 0.1917271393142174 8.012098996617307e-05 0.3411017085545311 0.00014254323444399028 0.8087948666666667
454.0 0.19523826682349008 7.771612072234778e-05 0.34343823625220643 0.00013670827888150145 0.8127069333333333
457.0 0.1987972105560797 8.750437855770238e-05 0.34580592058740833 0.0001522130622352937 0.8160366666666669
460.0 0.20178341784736809 8.170558707913015e-05 0.3471425523910388 0.00014056400840980934 0.8193017000000001
463.0 0.20461854850336508 7.962350976529585e-05 0.3487462499977102 0.00013570812932360487 0.8227327166666667
466.0 0.2071042524548727 8.520902725503367e-05 0.3497303280180508 0.00014388975937852996 0.8266192666666662
469.0 0.2099073165062341 8.524861004285372e-05 0.3512274592960927 0.00014264225379197605 0.8297483833333329
472.0 0.21235743319064737 8.608394025244504e-05 0.3525484513280903 0.0001429135743648458 0.8309831333333334
475.0 0.21556949988702667 7.882184441995057e-05 0.35531182039888504 0.0001299178828300274 0.8317232500233246
478.0 0.21882091289397954 8.398010088385428e-05 0.3581001865516868 0.0001374333439862233 0.8346758499999996
481.0 0.21595282555963752 1537638881852884.0 0.3510341054528506 2499451850199049.5 0.8401096499999997
484.0 0.21918246628751026 1609437846581500.2 0.354153063693729 2600515241231939.0 0.843255683333334
487.0 0.22907614409753385 1645277999914875.0 0.36793861075975554 2642620443901497.5 0.8459937833333336
490.0 0.23042066763502564 1727097784789808.8 0.36791084315476774 2757643264966228.0 0.848969333270321
493.0 0.23123201734195506 8.745145918961164e-05 0.36761254265795484 0.0001390302849985493 0.851215350047947
496.0 0.23093490094750815 8.16003420357976e-05 0.36556848948899523 0.0001291728260103587 0.8532286166666666
499.0 0.23216185586751284 8.272306349937924e-05 0.3659441737374042 0.0001303918897796131 0.8549084500000003
502.0 0.23528864441126102 8.445087252439852e-05 0.3695782884850191 0.00013265072356862095 0.8551410333333336
505.0 0.23680032844306872 8.377919493549129e-05 0.37080342992936005 0.0001311890614470554 0.8571966666666665
508.0 0.23877564626090275 8.943380566984567e-05 0.37274478677839273 0.00013961216458717752 0.8599993999522889
511.0 0.23896194229833156 8.837899814033656e-05 0.3719776479004363 0.00013757425779121216 0.8626055666666669
514.0 0.23590044380632816 8.347572746037176e-05 0.3663469655893155 0.00012963553167612794 0.8649995666666667
517.0 0.2422687476155804 8.304025221064402e-05 0.3753525592805903 0.00012865617830339754 0.8665989333333334
520.0 0.24845816202316118 8.476253356496576e-05 0.38404200975349223 0.0001310175261581979 0.8679091166666669
523.0 0.2453951259797351 8.657438517251047e-05 0.37889894902191107 0.00013367398159648544 0.8686617666666666
526.0 0.24883192765280315 9.049447532675168e-05 0.38379214189936 0.00013957641546776626 0.8689753000000002
